sex,age,Dalc,Walc,Medu,Fedu,studytime,romantic,G3,famsize,Pstatus,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,health,absences
F,17,3,4,3,4,3,yes,9,GT3,T,1,1,no,yes,yes,no,yes,yes,yes,4,4,3,5,28
F,16,2,2,3,1,2,no,7,GT3,A,1,3,no,yes,yes,no,yes,yes,yes,2,3,3,4,5
F,16,1,1,4,3,2,yes,13,GT3,T,1,0,no,no,yes,yes,yes,yes,yes,1,3,2,1,10
F,16,1,4,1,1,1,no,10,GT3,T,2,0,no,yes,yes,no,yes,yes,no,4,3,2,5,6
F,17,1,1,4,3,3,yes,7,GT3,T,2,0,no,yes,yes,yes,yes,yes,yes,4,4,2,4,6
F,19,1,2,3,3,4,no,8,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,3,3,3,10
M,17,4,5,4,4,2,yes,13,LE3,T,1,0,no,yes,yes,no,yes,yes,yes,5,3,5,3,13
F,16,1,1,2,2,2,no,14,GT3,A,1,0,yes,yes,yes,no,yes,yes,yes,3,3,4,4,0
M,18,2,4,2,2,2,no,8,GT3,T,1,1,no,yes,yes,yes,yes,yes,yes,4,4,4,5,15
F,17,1,2,4,4,1,no,10,LE3,T,1,0,no,yes,yes,no,yes,yes,no,5,2,1,3,12
F,17,1,3,3,2,2,no,15,LE3,T,2,0,no,no,yes,no,yes,yes,yes,4,4,4,1,2
F,17,2,4,4,3,2,yes,4,GT3,T,1,2,no,no,yes,no,yes,yes,yes,3,4,5,1,22
M,18,2,4,3,3,2,no,8,LE3,T,1,1,no,yes,yes,no,yes,yes,yes,3,2,4,4,13
F,17,1,4,2,3,1,no,8,GT3,T,2,0,no,yes,yes,no,yes,yes,no,3,3,3,3,3
F,17,1,1,2,2,3,no,10,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,3,3,4,4
F,17,1,2,2,1,2,no,6,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,4,2,5,5,2
F,17,1,1,1,1,3,yes,0,GT3,T,1,1,no,yes,no,yes,yes,yes,no,4,3,4,5,0
F,16,1,1,2,3,2,no,17,GT3,T,1,0,yes,no,no,no,yes,yes,yes,2,3,1,3,2
M,18,5,5,2,2,2,no,13,GT3,T,2,0,no,yes,yes,no,yes,yes,yes,3,3,3,4,0
F,16,1,1,4,4,3,no,14,GT3,T,1,0,no,yes,no,yes,no,yes,yes,5,3,2,5,0
F,18,1,1,3,1,2,yes,7,GT3,T,1,1,no,no,no,yes,yes,yes,yes,5,3,3,4,16
F,17,1,3,3,2,2,no,15,GT3,T,1,0,no,no,no,yes,no,yes,yes,5,3,4,3,10
M,17,1,3,2,3,2,no,12,LE3,T,1,0,no,yes,yes,no,no,yes,yes,5,3,3,3,2
M,18,4,5,2,1,2,yes,9,LE3,T,4,0,yes,yes,yes,yes,yes,yes,yes,4,3,2,3,14
F,17,1,2,2,1,3,yes,12,GT3,A,2,0,no,no,no,yes,yes,yes,yes,3,2,3,3,10
F,17,1,2,4,3,2,yes,14,LE3,T,1,0,no,no,no,yes,yes,yes,yes,3,2,3,3,14
M,17,1,1,2,2,2,no,11,GT3,T,2,0,no,yes,yes,yes,yes,yes,yes,4,5,2,1,4
M,17,1,3,4,4,2,yes,9,GT3,T,1,0,yes,yes,no,yes,yes,yes,yes,4,5,5,2,14
M,16,2,4,4,4,2,no,13,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,2,4,1,2
M,16,1,1,1,1,2,no,6,LE3,T,2,0,no,yes,yes,no,yes,yes,yes,3,4,2,5,18
M,16,1,3,3,2,3,yes,10,GT3,T,2,0,no,no,no,yes,yes,yes,yes,5,3,3,2,10
M,17,5,5,2,2,2,yes,13,LE3,T,1,0,no,no,yes,yes,no,yes,yes,4,4,2,4,4
F,16,1,1,2,1,1,yes,12,GT3,T,1,0,no,no,no,no,yes,yes,yes,4,5,2,5,20
F,17,1,1,2,1,2,no,11,GT3,T,3,0,no,no,no,yes,yes,yes,no,2,1,1,3,2
M,18,3,5,2,2,2,no,0,GT3,T,1,1,no,no,no,no,yes,no,yes,5,5,4,2,0
M,17,1,4,4,3,2,yes,12,LE3,T,2,0,no,no,no,yes,yes,yes,yes,2,5,5,5,14
M,17,2,3,4,4,2,no,12,LE3,A,2,0,no,yes,yes,no,yes,yes,yes,3,3,3,4,2
M,16,1,1,4,3,1,no,0,LE3,T,1,0,no,no,no,yes,no,yes,yes,5,4,5,3,0
M,16,1,2,4,4,1,no,12,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,3,2,5,0
F,18,1,1,2,1,3,yes,0,GT3,T,2,0,no,yes,yes,no,no,yes,yes,4,4,4,3,0
M,16,1,1,2,1,1,no,18,GT3,T,3,0,no,no,no,no,yes,yes,yes,4,3,3,4,6
M,17,1,1,2,3,1,no,13,GT3,T,2,0,no,no,no,no,yes,yes,yes,5,2,2,2,4
M,22,5,5,3,1,1,yes,8,GT3,T,1,3,no,no,no,no,no,no,yes,5,4,5,1,16
M,18,1,3,3,3,2,yes,5,LE3,T,1,1,no,yes,no,no,yes,yes,yes,4,3,3,5,8
M,16,2,4,0,2,1,no,15,GT3,T,1,0,no,no,yes,no,no,yes,yes,4,3,2,5,0
M,18,2,4,3,2,1,no,8,GT3,T,2,1,no,no,no,no,yes,no,yes,4,4,5,5,0
M,16,1,3,3,3,2,no,10,GT3,T,3,0,yes,yes,no,no,no,yes,yes,5,3,3,2,6
M,18,2,5,2,1,1,no,8,GT3,T,1,1,no,no,no,no,no,no,yes,3,2,5,5,4
M,16,1,3,2,1,1,no,8,GT3,T,2,0,no,no,no,yes,no,yes,no,3,3,2,3,0
M,17,2,4,2,1,1,no,12,GT3,T,1,0,no,no,no,no,no,yes,yes,4,4,2,5,0
M,17,1,2,1,1,1,no,8,LE3,T,2,1,no,yes,no,yes,yes,yes,yes,4,4,4,5,2
F,17,1,1,4,2,4,no,13,LE3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,2,3,4,6
M,19,1,1,4,3,2,no,11,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,3,1,1,12
M,18,1,2,2,1,2,no,14,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,2,4,4,8
F,17,1,1,2,2,4,yes,0,LE3,T,1,0,no,no,yes,yes,yes,yes,yes,3,4,1,2,0
F,18,1,3,4,3,2,yes,18,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,3,1,2,2,21
M,18,1,1,4,3,2,no,8,GT3,T,1,0,no,yes,yes,no,no,yes,yes,4,3,2,3,2
M,18,1,1,3,2,3,no,12,GT3,T,1,0,no,no,no,yes,no,yes,no,5,3,2,3,1
F,17,1,1,3,3,3,no,9,GT3,T,1,0,no,no,no,yes,no,yes,no,3,2,3,4,4
F,18,1,1,2,2,3,yes,0,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,3,3,3,0
M,18,3,4,3,4,2,no,17,LE3,A,2,0,no,yes,yes,yes,yes,yes,yes,4,2,5,1,13
M,17,3,4,3,1,2,yes,10,GT3,T,1,0,no,no,yes,yes,yes,yes,yes,5,4,4,5,2
F,18,2,2,4,4,2,no,11,GT3,T,2,0,no,no,yes,yes,yes,yes,yes,4,3,4,4,8
M,18,1,3,4,2,2,yes,10,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,5,4,5,5,10
F,18,1,2,2,1,2,yes,0,GT3,T,2,0,no,yes,no,no,yes,no,yes,4,3,5,3,0
F,19,3,3,3,3,2,no,9,GT3,T,1,2,no,yes,yes,yes,yes,yes,yes,4,3,5,5,15
F,18,1,3,2,3,4,yes,14,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,5,5,2,4
F,18,1,1,1,1,2,no,11,LE3,T,2,0,no,yes,yes,no,no,yes,no,4,4,3,3,2
M,17,2,2,1,2,2,yes,14,GT3,T,1,0,no,yes,yes,yes,no,yes,no,3,5,2,1,2
F,17,1,1,2,4,2,yes,10,GT3,T,2,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,2
F,17,2,3,2,2,2,yes,12,LE3,T,2,0,yes,yes,yes,no,yes,yes,yes,4,4,4,5,6
F,18,1,1,3,2,2,yes,9,GT3,A,2,0,no,no,no,no,no,no,yes,4,1,1,5,75
M,18,1,4,4,4,1,no,9,GT3,T,2,0,no,no,yes,yes,yes,yes,yes,3,2,4,3,22
F,18,1,1,4,4,2,yes,8,GT3,T,1,1,yes,yes,no,yes,yes,yes,yes,2,4,4,4,15
M,18,1,2,4,3,1,no,10,LE3,T,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,8
M,17,2,4,4,1,1,yes,8,LE3,A,2,0,no,no,yes,yes,yes,yes,yes,4,5,4,5,30
M,17,3,4,3,2,1,no,10,LE3,A,1,1,no,no,no,no,yes,yes,yes,4,4,4,3,19
F,18,1,1,1,1,4,no,12,LE3,T,2,0,no,yes,yes,yes,yes,yes,no,5,2,2,3,1
F,18,1,1,1,1,2,no,10,GT3,T,2,0,yes,no,no,yes,yes,yes,yes,5,4,4,4,4
F,17,1,2,2,2,2,no,11,GT3,T,1,0,no,yes,no,no,no,yes,yes,5,4,5,5,4
M,17,1,2,1,1,2,no,11,GT3,T,1,0,no,no,yes,no,no,yes,yes,4,3,3,4,2
F,18,1,2,2,2,3,no,19,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,3,3,2,5
F,17,1,1,1,1,3,no,12,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,3,3,3,6
M,18,1,3,2,1,3,no,14,GT3,T,1,0,no,no,yes,yes,yes,yes,yes,4,2,4,2,6
M,18,1,1,4,4,2,no,15,LE3,A,1,0,no,yes,yes,yes,yes,yes,yes,5,4,3,2,9
M,18,1,4,4,2,2,yes,11,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,3,2,5,11
F,17,1,2,4,3,3,no,15,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,2,2,3,0
F,18,1,1,2,1,2,yes,13,LE3,T,1,1,no,no,no,no,yes,yes,yes,5,4,3,5,12
F,17,1,1,3,1,4,no,18,LE3,T,2,0,no,yes,yes,no,yes,yes,no,3,1,2,3,6
M,18,1,1,3,2,3,no,14,LE3,T,2,0,no,yes,yes,yes,yes,yes,yes,5,4,2,4,8
M,17,1,3,3,3,1,no,11,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,4,3,5,4
F,19,2,3,4,4,2,no,0,GT3,T,2,0,no,yes,yes,yes,yes,yes,yes,2,3,4,2,0
F,18,1,2,4,3,2,yes,8,LE3,T,2,0,no,yes,yes,no,yes,yes,yes,4,4,5,2,10
F,18,1,1,4,3,4,no,14,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,3,3,3,0
M,18,2,2,4,4,1,yes,16,LE3,T,1,0,no,yes,yes,no,yes,yes,yes,1,4,2,1,5
F,18,1,1,4,4,2,yes,11,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,2,4,4,14
M,17,2,2,4,4,1,no,10,LE3,T,2,0,no,no,yes,no,yes,yes,yes,4,1,1,5,0
F,17,1,1,4,2,3,no,14,GT3,T,2,0,no,yes,yes,no,yes,yes,yes,4,3,3,3,0
F,17,1,2,3,2,4,no,18,GT3,T,1,0,no,yes,yes,yes,no,yes,yes,5,2,2,5,0
M,19,1,1,3,3,2,yes,13,GT3,T,1,1,no,yes,no,yes,yes,yes,yes,4,4,4,3,20
F,18,1,1,2,4,2,no,12,GT3,T,1,1,no,yes,yes,yes,yes,yes,yes,4,4,3,3,8
M,20,1,1,3,2,1,no,18,GT3,A,1,0,no,no,no,yes,yes,yes,no,5,5,3,5,0
M,19,1,1,4,4,1,yes,8,GT3,T,2,1,no,yes,yes,no,yes,yes,yes,4,3,4,4,38
M,19,1,2,3,3,2,yes,12,GT3,T,1,1,no,no,no,yes,yes,yes,no,4,5,3,5,0
F,19,1,3,1,1,2,no,10,LE3,T,1,1,yes,yes,no,yes,no,yes,yes,4,4,3,3,18
F,19,2,2,1,2,2,yes,0,LE3,T,1,1,no,no,no,yes,no,yes,no,4,2,4,3,0
F,19,1,1,2,1,2,yes,13,GT3,T,3,0,no,yes,no,no,yes,no,yes,3,4,1,2,20
M,19,2,2,1,2,2,no,11,GT3,T,1,1,no,no,no,no,no,yes,yes,4,5,2,4,3
F,19,1,2,3,2,2,yes,11,LE3,T,2,1,no,yes,yes,no,no,yes,yes,4,2,2,1,22
F,19,1,1,1,1,3,yes,13,GT3,T,1,2,no,no,no,no,no,yes,yes,4,1,2,3,14
F,19,1,1,2,3,3,yes,11,GT3,T,1,1,no,no,no,no,yes,yes,yes,4,1,2,3,40
F,18,1,2,2,1,2,no,0,GT3,T,2,0,no,yes,yes,yes,yes,yes,yes,5,3,3,1,0
F,18,1,1,4,3,3,yes,9,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,3,4,5,9
F,17,2,5,3,4,3,no,10,GT3,T,1,0,no,yes,yes,yes,no,yes,yes,4,3,4,5,0
F,18,3,3,4,4,2,no,11,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,4,4,5,2
F,17,1,2,4,3,2,yes,13,GT3,A,1,0,no,yes,yes,no,yes,yes,yes,5,2,2,5,23
F,17,1,1,2,2,2,yes,9,GT3,T,1,0,no,yes,no,no,yes,yes,no,4,2,2,3,12
F,17,2,2,2,2,3,no,11,LE3,T,1,0,no,yes,yes,yes,yes,yes,yes,3,3,2,3,3
F,17,2,3,3,1,3,no,15,GT3,T,1,0,no,yes,no,no,no,yes,yes,3,4,3,5,1
F,17,2,3,0,2,3,no,15,LE3,T,2,0,no,no,no,no,yes,yes,yes,3,3,3,2,0
M,18,2,2,4,4,3,no,11,GT3,T,1,0,no,no,no,yes,yes,yes,yes,4,3,3,3,3
M,17,3,5,3,3,1,no,16,GT3,T,1,0,no,no,no,yes,no,yes,yes,4,3,5,5,3
M,17,5,5,2,2,1,no,10,GT3,T,4,0,no,yes,no,no,yes,yes,yes,4,4,5,4,8
F,17,1,3,4,4,3,no,9,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,5,4,4,4,7
F,17,1,2,4,4,3,yes,14,GT3,T,2,0,no,yes,yes,no,no,yes,yes,4,3,3,4,4
M,18,2,4,2,2,4,no,8,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,4,5,5,5,2
F,17,1,1,2,4,3,yes,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,4,3,5,7
F,18,1,1,3,3,2,no,0,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,3,4,4,0
F,18,1,1,2,2,2,yes,0,LE3,T,1,0,no,no,no,yes,no,yes,yes,4,3,3,2,0
F,18,1,1,2,2,4,no,0,GT3,T,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,0
F,17,1,3,3,4,3,no,15,GT3,T,1,0,no,no,no,no,yes,yes,yes,4,4,5,5,16
F,19,1,2,3,1,3,no,13,GT3,A,1,1,no,no,yes,no,yes,yes,no,5,4,3,5,12
F,17,2,3,3,2,2,yes,0,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,4,3,2,2,0
F,18,1,1,3,3,4,no,17,LE3,T,1,0,no,yes,no,no,yes,yes,yes,5,3,3,1,7
F,17,2,3,3,2,2,no,10,GT3,A,1,0,no,yes,yes,no,yes,yes,yes,4,3,3,2,4
F,19,1,3,2,1,3,yes,11,GT3,T,1,1,no,no,yes,yes,yes,yes,yes,4,3,4,3,4
M,18,2,2,4,4,2,no,0,GT3,T,1,1,no,yes,no,yes,yes,yes,yes,4,3,3,2,0
M,18,1,3,3,4,2,yes,15,LE3,T,1,0,no,no,no,yes,yes,yes,yes,4,3,3,5,11
F,17,1,2,2,2,2,yes,0,GT3,A,1,1,no,yes,no,no,yes,yes,yes,3,3,1,4,0
F,18,1,2,2,3,3,no,10,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,3,4
F,18,2,3,3,2,3,yes,14,GT3,T,1,0,no,no,no,no,yes,yes,yes,5,4,3,1,7
M,18,1,2,4,3,3,yes,16,GT3,T,1,0,no,no,no,no,yes,yes,yes,5,3,2,4,9
M,18,2,3,4,3,3,yes,9,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,5,4,5,5,0
F,17,1,3,4,3,3,yes,15,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,4,3,4,0
M,18,5,5,3,2,1,no,13,GT3,T,2,1,no,yes,no,no,no,yes,yes,2,5,5,5,10
M,19,3,3,1,1,2,no,8,GT3,T,3,3,no,no,no,no,yes,yes,yes,5,4,4,2,8
M,17,2,3,3,3,2,no,13,GT3,T,2,0,no,yes,yes,no,yes,yes,yes,4,5,4,3,2
M,18,2,3,1,3,1,yes,8,LE3,T,1,1,no,no,no,no,yes,no,yes,4,3,3,3,7
M,19,3,3,1,1,1,no,8,GT3,T,3,1,no,yes,no,no,yes,yes,yes,4,4,4,5,4
M,17,1,3,4,3,2,yes,11,GT3,T,2,0,no,yes,yes,yes,no,yes,yes,4,5,5,2,4
F,18,1,1,3,3,2,yes,9,GT3,T,1,0,no,yes,no,no,yes,yes,no,5,3,4,5,0
F,17,1,2,4,4,2,no,13,GT3,T,2,0,no,yes,yes,yes,yes,yes,yes,4,3,3,5,4
F,17,1,2,3,2,2,yes,11,LE3,A,2,0,no,no,no,no,yes,yes,no,1,2,3,5,2
M,18,1,2,1,1,1,yes,10,LE3,T,2,0,no,no,no,no,no,yes,yes,3,3,2,3,4
F,18,1,1,1,1,3,no,16,LE3,T,2,0,no,no,no,no,yes,yes,yes,5,3,2,4,0
F,18,1,4,1,4,2,yes,13,LE3,A,3,0,no,no,no,no,yes,yes,no,4,3,4,5,0
M,18,2,3,1,1,2,no,12,LE3,T,2,1,no,no,no,yes,no,no,no,4,4,3,5,2
F,18,1,3,3,3,2,yes,10,GT3,T,2,0,no,yes,no,no,yes,yes,yes,4,3,2,3,0
F,17,1,1,4,4,2,yes,15,LE3,T,1,0,no,yes,yes,yes,yes,yes,yes,2,3,4,1,0
F,17,1,2,1,2,2,no,12,GT3,T,2,0,no,no,no,no,no,yes,no,3,2,2,3,0
M,18,2,4,1,3,2,no,10,GT3,T,2,0,no,yes,yes,no,yes,yes,no,3,3,4,3,4
M,18,2,2,4,4,3,yes,13,LE3,T,2,0,no,no,yes,no,yes,yes,yes,4,2,2,5,0
F,17,1,2,1,1,1,yes,0,GT3,T,3,1,no,yes,yes,no,yes,yes,yes,5,2,1,1,0
F,18,1,2,2,3,1,yes,10,GT3,T,2,0,no,yes,yes,no,yes,yes,yes,5,2,3,4,0
F,18,4,2,4,4,2,yes,11,GT3,T,3,0,no,yes,yes,no,no,yes,yes,3,2,2,5,10
F,19,1,1,3,2,2,yes,9,LE3,T,2,2,no,no,no,yes,yes,yes,no,3,2,2,3,4
M,18,2,3,1,2,1,yes,12,LE3,T,3,0,no,yes,yes,yes,yes,no,yes,4,3,3,3,3
F,17,1,1,2,2,3,yes,11,GT3,T,1,0,no,no,no,yes,yes,yes,no,3,4,3,3,8
F,17,1,3,1,2,1,no,5,GT3,T,1,0,no,no,no,yes,yes,yes,yes,3,5,5,1,14
F,18,1,1,4,4,3,no,19,LE3,T,2,0,no,no,no,no,yes,yes,yes,5,4,4,1,0
F,18,1,2,1,1,3,no,10,GT3,T,4,0,no,no,no,no,yes,yes,yes,4,3,2,4,2
F,20,1,1,4,2,3,yes,15,GT3,T,2,2,no,yes,yes,no,no,yes,yes,5,4,3,3,4
F,18,3,4,4,4,2,no,10,LE3,T,1,0,no,no,yes,yes,yes,yes,yes,5,4,3,2,4
F,18,1,2,3,3,2,yes,15,GT3,T,1,0,no,no,yes,no,yes,yes,yes,4,1,3,1,0
F,17,2,3,3,1,2,no,10,GT3,T,1,0,no,yes,yes,yes,no,yes,yes,4,5,4,1,17
M,18,1,4,4,4,2,no,14,GT3,T,1,0,no,no,yes,yes,no,yes,yes,3,2,4,2,4
M,18,1,3,2,1,1,yes,7,GT3,T,2,0,no,no,no,yes,no,yes,yes,4,4,3,5,5
M,17,1,1,2,3,2,no,10,GT3,T,2,0,no,no,no,yes,yes,yes,yes,4,4,3,3,2
M,19,1,3,1,1,1,no,0,GT3,T,2,1,no,no,no,no,yes,yes,no,4,3,2,5,0
M,18,4,3,4,2,1,no,5,GT3,T,2,1,no,no,yes,no,yes,yes,no,5,4,3,3,14
F,18,1,3,2,2,3,no,10,GT3,T,2,0,no,no,yes,no,yes,yes,no,5,3,3,4,2
F,18,2,2,4,4,1,yes,6,GT3,T,3,0,no,yes,yes,yes,yes,yes,yes,4,4,3,5,7
F,19,1,2,2,3,3,no,0,GT3,T,1,1,no,no,no,yes,no,yes,yes,5,4,2,5,0
F,18,1,1,3,1,2,no,8,LE3,T,1,0,no,yes,yes,no,yes,yes,yes,4,3,4,1,0
F,18,1,1,1,1,2,no,0,GT3,T,2,1,no,no,no,yes,yes,yes,no,1,1,1,5,0
M,20,4,5,2,2,2,no,9,LE3,A,1,2,no,yes,yes,no,yes,yes,no,5,5,4,4,11
M,17,3,4,3,1,1,no,16,LE3,T,2,0,no,no,no,no,no,yes,yes,2,4,5,2,3
M,21,3,3,1,1,1,no,7,GT3,T,1,3,no,no,no,no,no,yes,no,5,5,3,3,3
M,18,3,4,3,2,1,no,10,LE3,T,3,0,no,no,no,no,no,yes,yes,4,4,1,5,0
M,19,3,3,1,1,1,no,9,LE3,T,1,0,no,no,no,no,yes,yes,yes,3,2,3,5,5
F,18,1,1,4,4,2,no,11,GT3,A,2,0,yes,no,no,no,yes,yes,no,4,3,4,3,4
F,17,1,1,1,1,2,no,11,GT3,T,1,0,no,yes,no,no,no,yes,yes,5,3,3,3,2
F,15,2,3,1,1,2,no,12,LE3,T,1,0,yes,no,no,no,yes,yes,yes,4,3,2,3,6
F,15,1,1,4,2,3,yes,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,3,2,2,5,0
F,16,1,2,3,3,2,no,13,GT3,T,1,0,no,yes,no,no,yes,yes,no,4,3,2,5,0
M,16,1,2,4,3,2,no,13,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,5,4,2,5,6
M,16,1,1,2,2,2,no,13,LE3,T,1,0,no,no,no,no,yes,yes,yes,4,4,4,3,0
F,17,1,1,4,4,2,no,13,GT3,A,2,0,yes,yes,no,no,yes,yes,no,4,1,4,1,2
M,15,1,1,3,2,2,no,17,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,2,2,1,0
M,15,1,1,3,4,2,no,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,5,5,1,5,0
F,15,1,2,4,4,2,no,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,3,3,3,2,2
F,15,1,1,2,1,3,no,13,GT3,T,3,0,no,yes,no,yes,yes,yes,yes,5,2,2,4,0
M,15,1,3,4,4,1,no,12,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,5,0
M,15,1,2,4,3,2,no,13,GT3,T,2,0,no,yes,no,no,yes,yes,yes,5,4,3,3,0
M,15,1,1,2,2,3,yes,15,GT3,A,1,0,no,yes,no,no,yes,yes,yes,4,5,2,3,0
F,16,1,2,4,4,1,no,17,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,4,4,2,6
F,16,1,2,4,4,3,no,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,3,2,3,2,10
F,16,1,1,3,3,2,no,14,GT3,T,3,0,yes,yes,no,yes,yes,yes,no,5,3,2,4,2
