sex,age,Dalc,Walc,Medu,Fedu,studytime,romantic,G3,famsize,Pstatus,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,famrel,freetime,goout,health,absences
M,18,2,4,2,2,2,no,11,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,4,4,5,10
F,17,1,2,4,4,1,no,11,LE3,T,1,0,no,yes,no,no,yes,yes,no,5,2,1,3,6
F,17,1,3,3,2,2,no,15,LE3,T,2,0,no,no,no,no,yes,yes,yes,4,4,4,1,2
F,17,2,4,4,3,2,yes,10,GT3,T,1,0,no,no,no,no,yes,yes,yes,3,4,5,1,16
M,18,2,4,3,3,2,no,10,LE3,T,1,0,no,yes,no,no,yes,yes,yes,3,2,4,4,10
F,17,1,4,2,3,1,no,13,GT3,T,2,0,no,yes,no,no,yes,yes,no,3,3,3,3,4
F,17,1,1,2,2,3,no,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,4,0
F,17,1,2,2,1,2,no,11,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,4,2,5,5,0
F,17,1,1,1,1,3,yes,12,GT3,T,1,0,no,yes,no,yes,yes,yes,no,4,3,4,5,12
F,16,1,1,2,3,2,no,14,GT3,T,1,0,yes,no,no,no,yes,yes,yes,2,3,1,3,0
M,18,5,5,2,2,2,no,10,GT3,T,2,3,no,yes,yes,no,yes,yes,yes,3,3,3,4,9
F,16,1,1,4,4,3,no,16,GT3,T,1,0,no,yes,no,yes,no,yes,yes,5,3,2,5,4
F,18,1,1,3,1,2,yes,8,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,3,3,4,4
F,17,1,3,3,2,2,no,17,GT3,T,1,0,no,no,no,yes,no,yes,yes,5,3,4,3,2
M,17,1,3,2,3,2,no,11,LE3,T,1,0,no,yes,no,no,no,yes,yes,5,3,3,3,0
M,18,4,5,2,1,2,yes,11,LE3,T,4,0,yes,yes,no,yes,yes,yes,yes,4,3,2,3,2
F,17,1,2,2,1,3,yes,16,GT3,A,2,0,no,no,no,yes,yes,yes,yes,3,2,3,3,0
F,17,1,2,4,3,2,yes,12,LE3,T,1,0,no,no,no,yes,yes,yes,yes,3,2,3,3,0
M,17,1,1,2,2,2,no,13,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,4,5,2,1,0
M,17,1,3,4,4,2,yes,13,GT3,T,1,0,yes,yes,no,yes,yes,yes,yes,4,5,5,2,0
M,16,2,4,4,4,2,no,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,2,4,1,0
M,16,1,1,1,1,2,no,9,LE3,T,2,0,no,yes,no,no,yes,yes,yes,3,4,2,5,2
M,16,1,3,3,2,3,yes,12,GT3,T,2,0,no,no,no,yes,yes,yes,yes,5,3,3,2,0
M,17,5,5,2,2,2,yes,16,LE3,T,1,0,no,no,no,yes,no,yes,yes,4,4,2,4,0
F,16,1,1,2,1,1,yes,10,GT3,T,1,0,no,no,no,no,yes,yes,yes,4,5,2,5,4
F,16,1,2,4,1,2,yes,13,GT3,A,1,0,no,no,no,yes,yes,yes,yes,5,3,3,5,0
F,18,1,1,2,4,2,no,10,LE3,A,2,1,no,yes,no,no,yes,yes,yes,4,3,3,3,18
F,18,1,1,2,2,2,yes,10,LE3,T,1,1,no,yes,no,no,no,yes,yes,5,3,1,5,16
F,18,1,1,3,3,1,no,7,GT3,T,2,1,no,no,no,no,yes,no,yes,4,1,1,3,14
M,18,2,2,2,2,1,yes,8,GT3,T,1,1,no,yes,no,yes,no,no,yes,4,4,3,1,26
M,17,1,2,4,4,1,no,9,GT3,T,1,0,no,yes,no,yes,no,yes,yes,4,2,1,5,6
F,17,1,1,3,2,2,no,15,GT3,T,1,0,no,no,no,yes,yes,yes,no,5,4,2,3,4
F,17,1,2,1,1,3,yes,10,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,2,4,10
F,16,1,2,1,2,1,no,11,GT3,T,1,0,no,no,no,no,yes,no,yes,5,3,5,5,4
F,17,1,1,2,1,2,no,13,GT3,T,3,0,no,no,no,yes,yes,yes,no,2,1,1,3,2
F,17,1,1,1,4,1,no,8,LE3,A,4,1,no,yes,no,no,yes,yes,yes,5,5,4,5,14
M,18,3,5,2,2,2,no,8,GT3,T,1,0,no,no,no,no,yes,no,yes,5,5,4,2,16
F,17,1,1,2,2,1,no,10,LE3,A,1,1,no,yes,no,no,no,no,yes,3,1,2,1,8
F,17,1,3,1,1,3,no,15,LE3,T,2,0,no,no,no,yes,yes,yes,yes,4,3,3,5,4
F,17,1,1,4,2,2,no,14,LE3,A,1,0,no,yes,no,yes,yes,yes,no,4,3,2,4,4
M,17,1,4,4,3,2,yes,15,LE3,T,2,0,no,no,no,yes,yes,yes,yes,2,5,5,5,8
M,17,2,3,4,4,2,no,12,LE3,A,2,0,no,yes,no,no,yes,yes,yes,3,3,3,4,0
M,16,1,1,4,3,1,no,15,LE3,T,1,0,no,no,no,yes,no,yes,yes,5,4,5,3,7
M,16,1,2,4,4,1,no,15,GT3,T,1,0,no,no,yes,yes,yes,yes,yes,5,3,2,5,4
F,17,1,4,4,4,2,yes,12,GT3,T,1,0,no,yes,yes,no,yes,yes,yes,5,3,1,5,2
M,17,1,1,1,1,3,yes,15,GT3,T,2,0,no,no,no,no,no,yes,yes,4,3,3,1,2
F,17,2,3,3,3,3,yes,11,GT3,T,2,0,no,yes,no,no,yes,yes,yes,4,2,2,5,10
F,17,1,1,1,1,2,yes,10,GT3,T,1,0,yes,no,no,no,no,yes,no,4,3,2,4,10
F,18,1,1,2,1,3,yes,11,GT3,T,2,0,no,yes,no,no,no,yes,yes,4,4,4,3,10
M,16,1,1,2,1,1,no,16,GT3,T,3,0,no,no,no,no,yes,yes,yes,4,3,3,4,7
F,17,1,2,1,1,2,no,11,GT3,T,1,0,no,yes,no,no,yes,yes,no,4,3,4,5,4
M,17,1,1,2,3,1,no,13,GT3,T,2,0,no,no,no,no,yes,yes,yes,5,2,2,2,2
M,22,5,5,3,1,1,yes,5,GT3,T,1,3,no,no,no,no,no,no,yes,5,4,5,1,12
M,18,1,3,3,3,2,yes,10,LE3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,5,8
M,16,2,4,0,2,1,no,11,GT3,T,1,0,no,no,no,no,no,yes,yes,4,3,2,5,0
M,18,2,4,3,2,1,no,7,GT3,T,2,0,no,no,no,no,yes,no,yes,4,4,5,5,8
M,16,1,3,3,3,2,no,10,GT3,T,3,1,yes,yes,no,no,no,yes,yes,5,3,3,2,4
M,18,2,5,2,1,1,no,6,GT3,T,1,2,no,no,no,no,no,no,yes,3,2,5,5,4
M,16,1,3,2,1,1,no,12,GT3,T,2,0,no,no,no,yes,no,yes,no,3,3,2,3,2
M,17,2,4,2,1,1,no,13,GT3,T,1,0,no,no,no,no,no,yes,yes,4,4,2,5,0
M,17,1,2,1,1,1,no,10,LE3,T,2,1,no,yes,no,yes,yes,yes,yes,4,4,4,5,0
F,18,1,3,2,1,2,yes,13,LE3,A,1,0,no,yes,no,no,no,yes,yes,4,3,4,5,2
F,17,1,1,4,2,4,no,17,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,4,2,3,4,2
F,19,1,1,2,2,2,no,11,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,5,0
M,18,4,4,2,1,2,no,11,LE3,T,3,1,no,no,no,yes,no,no,yes,4,4,5,5,4
F,17,1,3,4,2,3,no,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,4,5,2
F,18,2,3,1,1,3,no,14,LE3,T,1,0,no,yes,no,no,no,yes,no,4,4,3,3,4
F,18,1,1,2,2,2,no,13,GT3,T,1,0,yes,no,no,no,yes,yes,no,3,2,3,5,4
M,19,1,1,4,3,2,no,14,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,3,1,1,4
M,18,1,2,2,1,2,no,16,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,2,4,4,2
M,17,1,1,2,2,1,no,10,GT3,T,2,0,no,no,no,no,no,no,no,5,2,2,4,0
F,17,1,1,2,2,4,yes,12,LE3,T,1,0,no,no,no,yes,yes,yes,yes,3,4,1,2,2
F,20,1,2,2,1,2,yes,12,GT3,T,2,0,no,yes,yes,yes,yes,no,yes,1,2,3,2,8
F,18,1,3,4,3,2,yes,15,GT3,T,1,0,no,yes,no,no,yes,yes,yes,3,1,2,2,2
M,18,1,1,4,3,2,no,11,GT3,T,1,0,no,yes,no,no,no,yes,yes,4,3,2,3,2
M,18,1,1,3,2,3,no,12,GT3,T,1,0,no,no,no,yes,no,yes,no,5,3,2,3,2
F,17,1,1,3,3,3,no,13,GT3,T,1,0,no,no,no,yes,no,yes,no,3,2,3,4,2
F,18,1,1,2,2,3,yes,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,0
M,17,2,3,2,2,1,no,9,GT3,T,2,0,no,no,no,no,yes,no,yes,4,4,4,4,8
M,18,3,4,3,4,2,no,16,LE3,A,2,0,no,yes,no,yes,yes,yes,yes,4,2,5,1,6
M,17,3,4,3,1,2,yes,14,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,4,4,5,0
F,18,2,2,4,4,2,no,12,GT3,T,2,0,no,no,no,yes,yes,yes,yes,4,3,4,4,8
M,18,1,3,4,2,2,yes,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,5,4,5,5,4
F,18,1,2,2,1,2,yes,10,GT3,T,2,0,no,yes,no,no,yes,no,yes,4,3,5,3,12
F,19,3,3,3,3,2,no,12,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,5,16
F,18,1,3,2,3,4,yes,16,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,5,5,2,10
F,18,1,1,1,1,2,no,13,LE3,T,2,0,no,yes,no,no,no,yes,no,4,4,3,3,2
M,17,2,2,1,2,2,yes,18,GT3,T,1,0,no,yes,no,yes,no,yes,no,3,5,2,1,2
F,18,1,2,2,1,2,yes,15,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,2,5,1,8
F,17,1,1,2,4,2,yes,16,GT3,T,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,6
F,17,2,3,2,2,2,yes,12,LE3,T,2,0,yes,yes,no,no,yes,yes,yes,4,4,4,5,6
F,18,1,1,3,2,2,yes,10,GT3,A,2,0,no,no,no,no,no,no,yes,4,1,1,5,15
M,18,1,4,4,4,1,no,12,GT3,T,2,0,no,no,no,yes,yes,yes,yes,3,2,4,3,6
F,18,1,1,4,4,2,yes,13,GT3,T,1,1,yes,yes,no,yes,yes,yes,yes,2,4,4,4,2
F,17,1,1,2,2,3,yes,15,GT3,T,3,0,no,yes,no,no,yes,yes,yes,4,2,3,1,8
F,19,4,3,3,2,2,no,10,GT3,T,1,1,yes,yes,no,no,yes,no,yes,3,3,3,3,0
M,18,1,2,4,3,1,no,10,LE3,T,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,0
M,18,2,4,1,2,1,no,11,GT3,T,2,0,no,no,no,no,no,no,yes,3,4,4,4,10
M,17,2,4,4,1,1,yes,10,LE3,A,2,0,no,no,no,yes,yes,yes,yes,4,5,4,5,22
M,17,3,4,3,2,1,no,13,LE3,A,1,0,no,no,no,no,yes,yes,yes,4,4,4,3,18
F,18,1,1,1,1,4,no,18,LE3,T,2,0,no,yes,no,yes,yes,yes,no,5,2,2,3,2
F,18,1,1,1,1,2,no,13,GT3,T,2,0,yes,no,no,yes,yes,yes,yes,5,4,4,4,0
F,17,1,2,2,2,2,no,14,GT3,T,1,0,no,yes,no,no,no,yes,yes,5,4,5,5,12
F,18,1,1,2,1,2,yes,14,GT3,T,2,0,no,no,no,yes,yes,yes,yes,4,3,1,5,10
M,17,1,2,1,1,2,no,12,GT3,T,1,0,no,no,no,no,no,yes,yes,4,3,3,4,0
F,18,1,2,2,2,3,no,18,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,2,0
F,17,1,1,1,1,3,no,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,3,0
M,18,1,3,2,1,3,no,15,GT3,T,1,0,no,no,no,yes,yes,yes,yes,4,2,4,2,0
M,18,1,1,4,4,2,no,17,LE3,A,1,0,no,yes,no,yes,yes,yes,yes,5,4,3,2,0
M,18,1,4,4,2,2,yes,16,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,2,5,2
F,17,1,2,4,3,3,no,18,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,2,2,3,0
F,17,1,1,3,1,4,no,19,LE3,T,2,0,no,yes,no,no,yes,yes,no,3,1,2,3,0
M,18,1,1,3,2,3,no,15,LE3,T,2,0,no,yes,no,yes,yes,yes,yes,5,4,2,4,0
M,17,1,3,3,3,1,no,15,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,4,3,5,0
F,19,2,3,4,4,2,no,13,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,2,3,4,2,2
F,18,1,2,4,3,2,yes,14,LE3,T,2,0,no,yes,no,no,yes,yes,yes,4,4,5,2,0
F,18,1,1,4,3,4,no,17,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,3,0
M,18,2,2,4,4,1,yes,17,LE3,T,1,0,no,yes,no,no,yes,yes,yes,1,4,2,1,0
F,18,1,1,4,4,2,yes,15,LE3,A,1,0,no,yes,yes,no,yes,yes,yes,4,2,4,4,0
M,17,2,2,4,4,1,no,13,LE3,T,2,0,no,no,no,no,yes,yes,yes,4,1,1,5,0
F,17,1,1,4,4,3,no,8,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,5,3,4,5,0
F,17,1,1,4,2,3,no,16,GT3,T,2,0,no,yes,no,no,yes,yes,yes,4,3,3,3,0
F,17,1,2,3,2,4,no,18,GT3,T,1,0,no,yes,no,yes,no,yes,yes,5,2,2,5,0
M,19,1,1,2,1,3,yes,11,LE3,T,2,1,no,no,no,yes,yes,yes,yes,4,3,1,5,0
M,20,1,1,3,2,1,no,15,GT3,A,1,2,no,no,no,yes,yes,yes,no,5,5,3,5,0
M,19,1,2,3,3,2,yes,11,GT3,T,1,0,no,no,no,yes,yes,yes,no,4,5,3,5,0
F,18,1,2,1,4,2,yes,11,GT3,T,1,0,yes,yes,no,no,no,yes,no,3,4,4,5,2
F,18,1,2,2,1,2,no,15,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,1,2
F,17,1,1,2,3,2,yes,14,GT3,T,2,0,no,no,no,yes,yes,yes,yes,4,2,1,3,2
F,17,1,1,4,4,1,no,17,GT3,T,1,0,no,no,no,yes,yes,yes,yes,4,4,4,5,2
F,18,1,1,4,3,3,yes,17,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,4,5,2
F,18,1,4,4,3,1,no,15,LE3,T,2,0,no,yes,no,no,yes,yes,yes,3,2,4,1,8
F,17,2,5,3,4,3,no,17,GT3,T,1,0,no,yes,no,yes,no,yes,yes,4,3,4,5,2
F,18,1,1,3,3,2,no,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,1,4,3,8
M,19,1,1,4,2,2,yes,10,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,9
F,18,3,3,4,4,2,no,13,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,4,4,5,0
F,18,1,1,3,4,1,yes,14,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,4
F,17,1,2,4,4,1,no,17,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,3,4,5,2
F,17,1,2,4,3,2,yes,17,GT3,A,1,0,no,yes,no,no,yes,yes,yes,5,2,2,5,14
F,17,1,1,3,3,2,no,13,LE3,A,1,0,yes,yes,no,no,yes,yes,yes,5,3,3,5,0
F,17,2,2,2,1,2,no,14,LE3,T,1,0,no,no,no,yes,yes,yes,yes,4,2,3,2,2
M,18,3,4,4,4,1,no,11,LE3,T,1,0,no,yes,no,no,yes,yes,yes,4,2,5,5,2
F,19,4,3,1,1,3,yes,11,GT3,T,3,0,no,no,no,yes,yes,no,no,1,5,5,5,12
F,19,1,1,1,1,2,yes,9,LE3,A,3,2,no,yes,no,no,no,yes,yes,5,3,4,4,2
F,18,2,4,2,2,1,yes,10,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,5,2
F,17,1,1,2,2,2,yes,13,GT3,T,1,0,no,yes,no,no,yes,yes,no,4,2,2,3,4
F,17,2,2,2,2,3,no,10,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,3,3,2,3,0
F,17,2,3,3,1,3,no,17,GT3,T,1,0,no,yes,no,no,no,yes,yes,3,4,3,5,0
F,17,2,3,0,2,3,no,15,LE3,T,2,0,no,no,no,no,yes,yes,yes,3,3,3,2,0
F,18,1,2,1,1,3,no,14,GT3,T,2,0,no,no,no,yes,yes,yes,yes,4,5,5,2,0
M,18,2,2,4,4,3,no,13,GT3,T,1,0,no,no,no,yes,yes,yes,yes,4,3,3,3,0
M,17,3,5,3,3,1,no,17,GT3,T,1,0,no,no,no,yes,no,yes,yes,4,3,5,5,0
M,17,5,5,2,2,1,no,10,GT3,T,4,0,no,yes,no,no,yes,yes,yes,4,4,5,4,2
F,17,1,3,4,4,3,no,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,5,4,4,4,0
F,17,1,2,4,4,3,yes,15,GT3,T,2,0,no,yes,no,no,no,yes,yes,4,3,3,4,4
F,17,2,5,3,3,1,no,11,GT3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,2,5,5,2
M,18,2,4,2,2,4,no,12,LE3,T,1,0,no,yes,yes,yes,yes,yes,yes,4,5,5,5,0
M,19,2,2,3,2,1,yes,10,GT3,T,1,0,no,yes,no,no,no,yes,no,5,3,4,5,0
F,18,1,1,2,2,2,yes,10,GT3,T,4,0,no,no,no,yes,yes,yes,no,4,2,5,2,2
F,17,1,1,2,4,3,yes,15,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,4,3,5,0
M,18,1,2,2,2,1,no,15,GT3,T,1,0,no,no,no,no,no,yes,yes,5,4,2,5,6
F,18,1,1,3,3,2,no,12,GT3,T,1,0,no,no,no,yes,yes,yes,yes,5,3,4,4,8
F,18,1,1,2,2,2,yes,12,LE3,T,1,0,no,no,no,yes,no,yes,yes,4,3,3,2,0
F,18,1,1,2,2,4,no,14,GT3,T,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,6
F,17,1,3,3,4,3,no,14,GT3,T,1,0,no,no,no,no,yes,yes,yes,4,4,5,5,8
F,17,2,3,3,2,2,yes,15,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,2,2,0
F,18,1,1,3,3,4,no,15,LE3,T,1,0,no,yes,no,no,yes,yes,yes,5,3,3,1,4
F,17,2,3,3,2,2,no,16,GT3,A,1,0,no,yes,no,no,yes,yes,yes,4,3,3,2,0
M,18,2,2,4,4,2,no,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,2,0
M,18,1,3,3,4,2,yes,17,LE3,T,1,0,no,no,no,yes,yes,yes,yes,4,3,3,5,6
F,17,1,2,2,2,2,yes,14,GT3,A,1,0,no,yes,no,no,yes,yes,yes,3,3,1,4,18
F,18,1,2,2,3,3,no,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,3,3,0
F,18,2,3,3,2,3,yes,17,GT3,T,1,0,no,no,no,no,yes,yes,yes,5,4,3,1,4
M,18,1,2,4,3,3,yes,17,GT3,T,1,0,no,no,no,no,yes,yes,yes,5,3,2,4,4
M,18,2,3,4,3,3,yes,14,GT3,T,1,0,no,yes,no,no,yes,yes,yes,5,4,5,5,0
F,17,1,3,4,3,3,yes,13,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,4,3,4,0
F,17,2,2,2,1,2,yes,15,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,1,10
F,17,2,4,2,1,2,no,16,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,4,4
F,19,3,4,2,3,1,no,11,LE3,A,2,1,no,no,no,no,yes,no,yes,2,2,3,5,16
F,17,1,1,3,1,1,yes,13,GT3,T,1,1,no,yes,yes,no,yes,yes,yes,4,1,2,3,6
F,21,1,1,4,4,3,no,12,LE3,T,1,2,no,no,yes,yes,yes,yes,yes,3,3,2,5,0
M,18,1,3,2,2,2,no,12,LE3,T,1,0,no,yes,no,yes,no,no,yes,4,4,4,3,11
M,18,1,4,3,4,2,yes,15,LE3,A,1,0,no,no,no,yes,yes,yes,yes,4,3,5,2,9
F,17,1,3,2,2,2,no,17,GT3,T,1,0,no,yes,no,yes,yes,yes,yes,4,3,4,4,0
M,17,1,2,4,4,3,no,15,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,4,2,4,2
F,18,1,1,4,2,2,no,17,LE3,T,1,0,no,yes,no,yes,yes,yes,yes,4,2,2,3,0
M,21,5,2,1,1,2,yes,10,LE3,T,2,2,no,yes,no,yes,yes,no,yes,5,3,3,4,21
F,20,1,3,1,1,3,yes,15,GT3,T,2,0,no,no,no,no,yes,yes,yes,3,2,2,3,8
F,19,4,4,4,4,1,yes,11,GT3,T,1,1,no,yes,no,no,yes,yes,yes,3,2,5,5,5
M,17,1,2,3,2,2,no,18,LE3,A,1,0,no,yes,no,no,yes,yes,yes,4,4,4,5,10
F,18,1,2,3,2,3,yes,17,GT3,T,1,0,no,yes,no,no,yes,yes,yes,4,3,4,2,5
M,18,4,5,2,3,1,no,14,GT3,T,1,0,no,no,no,no,yes,yes,yes,3,1,3,4,13
M,19,1,4,2,1,1,no,11,GT3,T,1,0,no,no,no,no,yes,yes,yes,5,3,4,4,10
F,18,1,3,2,2,2,no,17,LE3,A,2,0,no,yes,no,no,yes,yes,yes,4,1,4,4,10
F,20,1,1,1,0,1,yes,10,GT3,T,2,1,yes,no,no,no,yes,yes,yes,5,3,1,5,5
F,18,1,2,3,2,2,yes,13,GT3,T,1,0,no,yes,no,yes,no,yes,yes,3,1,2,1,4
F,16,1,3,1,3,1,yes,11,GT3,T,2,0,no,yes,no,no,yes,no,yes,4,3,3,5,11
F,16,1,1,2,2,2,no,12,GT3,T,2,0,no,yes,no,yes,yes,yes,yes,4,4,4,5,0
F,15,1,1,1,1,1,yes,10,GT3,T,1,1,no,yes,no,no,yes,yes,no,4,1,3,2,6
F,15,2,3,3,3,1,no,11,GT3,T,2,0,no,yes,no,no,yes,yes,yes,5,4,4,5,4
F,16,1,2,2,3,2,no,17,GT3,T,2,0,no,no,no,no,yes,yes,no,4,5,2,5,0
F,15,1,1,2,1,1,no,9,LE3,T,2,0,no,no,no,no,yes,no,no,1,3,4,1,0
M,16,1,3,4,4,2,no,11,LE3,A,1,0,no,yes,no,no,yes,yes,no,5,3,2,2,5
M,16,1,1,1,2,3,no,11,GT3,A,1,0,yes,no,no,no,yes,yes,yes,4,4,3,5,0
F,17,1,2,3,2,2,yes,10,GT3,T,1,1,no,no,no,no,yes,yes,no,4,5,4,5,0
F,17,2,2,1,1,1,no,7,GT3,T,1,1,no,yes,no,no,no,no,yes,5,4,4,5,0
F,15,3,5,4,4,1,yes,14,GT3,T,2,0,no,no,no,no,yes,yes,yes,1,5,1,5,0
F,16,1,1,2,2,4,yes,11,LE3,A,2,0,no,no,no,yes,no,no,no,1,2,1,1,4
F,15,1,2,1,1,2,no,10,LE3,T,2,0,no,yes,no,no,yes,yes,yes,5,4,3,4,0
F,15,1,2,1,1,1,yes,8,LE3,T,2,1,no,yes,no,no,yes,yes,yes,4,4,3,2,4
